,start_sec,end_sec,note_freq_hz,note_name,midi_note,included_freqs
0,0.13931972789115646,0.8359183673469388,195.99771799087463,G3,55,"[211.28204791122093, 201.74088950502764, 198.27510177438265, 194.86885420251932, 192.63059450929475, 191.5211239251473, 189.3213161937526, 189.3213161937526, 189.3213161937526, 190.41804342135148, 190.41804342135148, 191.5211239251473, 193.74649219115264, 194.86885420251932, 195.99771799087463, 197.13312122062953, 197.13312122062953, 194.86885420251932, 193.74649219115264, 192.63059450929475, 192.63059450929475, 193.74649219115264, 194.86885420251932, 197.13312122062953, 198.27510177438265, 198.27510177438265, 199.42369775418427, 199.42369775418427, 198.27510177438265, 199.42369775418427, 207.65234878997256]"
1,0.8591383219954648,1.555736961451247,195.99771799087463,G3,55,"[199.42369775418427, 188.23090565017245, 210.06515286029162, 205.2672581380976, 198.27510177438265, 194.86885420251932, 192.63059450929475, 192.63059450929475, 192.63059450929475, 191.5211239251473, 191.5211239251473, 190.41804342135148, 189.3213161937526, 189.3213161937526, 189.3213161937526, 190.41804342135148, 190.41804342135148, 192.63059450929475, 193.74649219115264, 193.74649219115264, 193.74649219115264, 192.63059450929475, 191.5211239251473, 190.41804342135148, 190.41804342135148, 193.74649219115264, 198.27510177438265, 199.42369775418427, 200.5789474828077, 195.99771799087463, 206.4563592676515]"
2,1.6486167800453515,2.2987755102040817,293.6647679174076,D4,62,"[297.0769881570017, 300.528856485967, 304.0208335929107, 304.0208335929107, 302.26980244077964, 297.0769881570017, 290.2917403700367, 286.9574553484241, 288.6197829762387, 293.6647679174075, 297.0769881570017, 297.0769881570017, 295.3659506116579, 293.6647679174075, 290.2917403700367, 288.6197829762387, 288.6197829762387, 291.9733833144849, 293.6647679174075, 293.6647679174075, 291.9733833144849, 290.2917403700367, 288.6197829762387, 288.6197829762387, 290.2917403700367, 290.2917403700367, 288.6197829762387, 283.6614678567074, 298.79793764201077]"
3,2.391655328798186,3.111473922902494,293.6647679174076,D4,62,"[300.528856485967, 297.0769881570017, 297.0769881570017, 295.3659506116579, 293.6647679174075, 291.9733833144849, 291.9733833144849, 293.6647679174075, 293.6647679174075, 293.6647679174075, 291.9733833144849, 291.9733833144849, 290.2917403700367, 291.9733833144849, 291.9733833144849, 291.9733833144849, 291.9733833144849, 293.6647679174075, 293.6647679174075, 293.6647679174075, 293.6647679174075, 295.3659506116579, 293.6647679174075, 293.6647679174075, 291.9733833144849, 291.9733833144849, 291.9733833144849, 291.9733833144849, 293.6647679174075, 300.528856485967, 304.0208335929107, 314.74210513575684]"
4,3.1346938775510202,3.7848526077097504,329.6275569128699,E4,64,"[327.72904188699454, 333.4576446322876, 333.4576446322876, 331.5370699244067, 331.5370699244067, 329.6275569128699, 329.6275569128699, 327.72904188699454, 325.8414615030442, 325.8414615030442, 327.72904188699454, 327.72904188699454, 327.72904188699454, 327.72904188699454, 327.72904188699454, 327.72904188699454, 327.72904188699454, 327.72904188699454, 327.72904188699454, 325.8414615030442, 325.8414615030442, 325.8414615030442, 325.8414615030442, 327.72904188699454, 325.8414615030442, 322.09885310803753, 312.9293240034019, 304.0208335929107, 309.33502415691686]"
5,3.877732426303855,4.458231292517007,329.6275569128699,E4,64,"[327.72904188699454, 335.38934511626763, 333.4576446322876, 331.5370699244067, 325.8414615030442, 320.24370022528115, 322.09885310803753, 323.96475278211557, 325.8414615030442, 327.72904188699454, 327.72904188699454, 329.6275569128699, 329.6275569128699, 327.72904188699454, 327.72904188699454, 325.8414615030442, 325.8414615030442, 327.72904188699454, 327.72904188699454, 329.6275569128699, 331.5370699244067, 331.5370699244067, 325.8414615030442, 316.5653876023804, 327.72904188699454, 323.96475278211557]"
6,4.620770975056689,5.340589569160998,293.6647679174076,D4,62,"[291.9733833144849, 288.6197829762387, 286.9574553484241, 286.9574553484241, 283.6614678567074, 283.6614678567074, 283.6614678567074, 286.9574553484241, 290.2917403700367, 291.9733833144849, 291.9733833144849, 290.2917403700367, 288.6197829762387, 286.9574553484241, 286.9574553484241, 288.6197829762387, 290.2917403700367, 290.2917403700367, 290.2917403700367, 290.2917403700367, 290.2917403700367, 290.2917403700367, 290.2917403700367, 290.2917403700367, 291.9733833144849, 291.9733833144849, 291.9733833144849, 291.9733833144849, 291.9733833144849, 291.9733833144849, 288.6197829762387, 283.6614678567074]"
7,5.363809523809524,6.0836281179138325,277.1826309768721,C♯4,61,"[283.6614678567074, 297.0769881570017, 288.6197829762387, 255.6500291307247]"
8,6.106848072562358,6.8034467120181406,261.6255653005986,C4,60,"[257.13099468347406, 257.13099468347406, 255.6500291307247, 254.17759331190004, 254.17759331190004, 254.17759331190004, 255.6500291307247, 257.13099468347406, 255.6500291307247, 254.17759331190004, 254.17759331190004, 252.71363809934766, 252.71363809934766, 254.17759331190004, 255.6500291307247, 258.62053938239393, 260.1187129259726, 261.6255653005986, 260.1187129259726, 258.62053938239393, 257.13099468347406, 257.13099468347406, 258.62053938239393, 260.1187129259726, 261.6255653005986, 264.6655079380657, 266.19869962824436, 266.19869962824436, 235.7901617579845, 230.40470702053787, 244.1052838549259]"
9,6.826666666666667,7.523265306122449,246.94165062806206,B3,59,"[248.37216905734888, 254.17759331190004, 255.6500291307247, 254.17759331190004, 252.71363809934766, 252.71363809934766, 252.71363809934766, 254.17759331190004, 255.6500291307247, 257.13099468347406, 260.1187129259726, 260.1187129259726, 261.6255653005986, 260.1187129259726, 258.62053938239393, 257.13099468347406, 257.13099468347406, 258.62053938239393, 258.62053938239393, 260.1187129259726, 260.1187129259726, 260.1187129259726, 260.1187129259726, 258.62053938239393, 255.6500291307247, 251.2581146483697, 244.1052838549259, 239.91170118635668, 237.15608026942812, 235.7901617579845, 237.15608026942812]"
